id,parent_id,name,slug,deanery,city,address,phone,email,latitude,longitude,status,created_at
ce9bc938-9bd4-4c22-88e5-3e28d19fe1f7,null,San Pedro Apóstol,s_pedro_apostol_casilda,casilda,Casilda,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
23e97632-2b99-4557-9b61-b7dad7995800,null,Basílica San José,basilica_s_jose_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
1924f4f7-a024-467d-90b9-b2230f74d804,null,Inmaculada Concepción,inmaculada_concepcion_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
5fe2b959-37ee-4c39-8a7b-40baf17dca4d,null,Inmaculado Corazón de María,inmaculado_corazon_maria_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
4789a09b-b5c1-42ef-ad26-fb564ea08692,null,María Auxiliadora,maria_auxiliadora_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
2e6a2642-3cfe-47f6-9653-5b8df504bb8f,null,Ntra. Sra. de Lourdes,ntra_sra_lourdes_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
9a2d4cd9-f552-4a8b-ab62-e3df1b93a039,null,Ntra. Sra. del Carmen,ntra_sra_carmen_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
9213b686-e3e6-4b68-b9af-16f99a9eb769,null,Ntra. Sra. del Pilar,ntra_sra_pilar_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
44bffc93-3a19-4295-9cf1-73e75ed0167c,null,Ntra. Sra. del Rosario Catedral,ntra_sra_rosario_catedral_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
c0bacbc5-e7b1-4cb9-9c76-e3182c92c19d,null,San Cayetano,s_cayetano_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
276eb5df-d0d2-441c-9ab1-476969c1b13f,null,San Jorge,s_jorge_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
8b10147c-a917-4dc1-a141-b8069d8731a7,null,Santa Rosa de Lima,sta_rosa_lima_rosario,centro,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
760bfc74-dc55-47f9-b5b6-5ad8a0eeee2f,null,María de Nazaret,maria_nazaret_rosario,norte,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
8822b3ad-3828-421d-b9f2-5dac88fc94a5,null,Natividad del Señor,natividad_senor_rosario,norte,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
94ea85ec-d8aa-426d-8bf8-b5de778fa11d,null,Ntra Sra. de la Medalla Milagrosa,ntra_sra_medalla_milagrosa_rosario,norte,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
2895f18f-76d9-4456-9c90-f051642aaca0,null,Ntra. Sra. de los Dolores,ntra_sra_dolores_rosario,norte,Rosario,null,null,null,null,null,active,2026-05-15 23:04:17.930426+00
